DUO_LU_D3_528_L1_1,MV2010_01231_528_L1_1,MV2010_01223_528_L1_1,DUO_LU_D3_528_L1_2,MV2010_01231_528_L1_2,MV2010_01223_528_L1_2,DUO_LU_D3_528_L1_3,MV2010_01231_528_L1_3,MV2010_01223_528_L1_3,DUO_LU_D3_528_L1_4,MV2010_01231_528_L1_4,MV2010_01223_528_L1_4,DUO_LU_D3_528_L1_5,MV2010_01231_528_L1_5,MV2010_01223_528_L1_5,DUO_LU_D3_528_L5_1,MV2010_01231_528_L5_1,MV2010_01223_528_L5_1,DUO_LU_D3_528_L5_2,MV2010_01231_528_L5_2,MV2010_01223_528_L5_2,DUO_LU_D3_528_L5_3,MV2010_01231_528_L5_3,MV2010_01223_528_L5_3
DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0
10238,10084,10118,10252,10255,10173,10251,10164,10131,10254,10041,10067,10257,10067,10041,,,10146,,,10134,,,10138
10240,10083,10122,10251,10250,10174,10249,10167,10138,10255,10042,10064,10254,10068,10038,,,10143,,,10128,,,10140
10239,10084,10118,10248,10248,10178,10248,10165,10140,10255,10041,10069,10255,10067,10043,,,10146,,,10130,,,10137
10242,10085,10119,10252,10249,10175,10254,10164,10139,10249,10041,10070,10245,10067,10038,,,10148,,,10131,,,10134
10244,10083,10123,10253,10247,10174,10254,10168,10141,10250,10041,10072,10254,10067,10034,,,10147,,,10129,,,10142
10241,10083,10115,10248,10245,10171,10249,10166,10137,10250,10045,10069,10256,10066,10042,,,10144,,,10133,,,10138
10240,10085,10115,10246,10244,10171,10249,10163,10137,10251,10045,10070,10247,10066,10032,,,10151,,,10131,,,10144
10240,10084,10120,10249,10245,10168,10251,10164,10135,10255,10043,10068,10246,10065,10038,,,10142,,,10131,,,10139
10234,10084,10118,10256,10243,10162,10249,10163,10132,10254,10047,10063,10248,10067,10034,,,10145,,,10127,,,10132
10238,10081,10116,10249,10243,10168,10248,10162,10137,10249,10045,10070,10248,10067,10040,,,10147,,,10132,,,10139
10240,10081,10116,10248,10240,10167,10242,10165,10141,10254,10044,10072,10247,10065,10038,,,10143,,,10129,,,10137
10239,10087,10110,10247,10239,10163,10251,10165,10143,10250,10046,10071,10249,10067,10035,,,10146,,,10128,,,10137
10236,10085,10113,10241,10238,10165,10257,10164,10135,10250,10047,10075,10252,10065,10037,,,10147,,,10127,,,10137
10237,10083,10118,10242,10242,10168,10253,10166,10138,10251,10049,10074,10251,10066,10037,,,10147,,,10134,,,10134
10237,10083,10116,10247,10240,10168,10251,10163,10133,10249,10047,10077,10252,10064,10038,,,10146,,,10133,,,10140
10237,10083,10119,10250,10233,10167,10246,10161,10133,10251,10047,10070,10253,10066,10033,,,10154,,,10132,,,10137
10239,10086,10112,10249,10237,10163,10248,10161,10134,10254,10046,10073,10252,10068,10032,,,10149,,,10130,,,10130
10240,10085,10110,10247,10232,10172,10249,10163,10138,10251,10048,10081,10248,10070,10035,,,10145,,,10130,,,10142
10235,10081,10119,10245,10232,10164,10246,10163,10133,10246,10048,10077,10247,10068,10037,,,10147,,,10137,,,10133
10238,10084,10118,10246,10227,10168,10249,10165,10133,10253,10049,10080,10246,10066,10033,,,10147,,,10125,,,10135
10238,10085,10113,10249,10232,10162,10246,10166,10137,10248,10047,10078,10246,10067,10036,,,10141,,,10128,,,10140
10238,10091,10114,10247,10224,10165,10247,10164,10137,10247,10050,10074,10249,10069,10030,,,10146,,,10128,,,10134
10235,10084,10119,10242,10227,10163,10247,10167,10136,10256,10050,10071,10247,10073,10033,,,10147,,,10133,,,10133
10236,10083,10112,10248,10225,10168,10247,10163,10134,10251,10051,10074,10250,10066,10035,,,10146,,,10124,,,10141
10241,10085,10112,10247,10226,10159,10245,10165,10137,10250,10050,10080,10252,10063,10033,,,10147,,,10121,,,10135
10241,10084,10116,10241,10222,10164,10252,10163,10135,10245,10049,10079,10246,10067,10031,,,10141,,,10127,,,10132
10246,10083,10109,10244,10221,10158,10251,10161,10136,10245,10056,10075,10248,10069,10033,,,10145,,,10127,,,10133
10243,10080,10114,10244,10223,10160,10252,10162,10136,10245,10051,10079,10247,10070,10033,,,10147,,,10133,,,10134
10243,10081,10118,10244,10219,10160,10258,10163,10128,10242,10054,10079,10247,10065,10032,,,10150,,,10129,,,10129
10241,10079,10111,10246,10218,10163,10252,10159,10136,10243,10053,10082,10246,10065,10035,,,10145,,,10127,,,10136
10246,10083,10115,10246,10221,10156,10253,10161,10141,10241,10052,10079,10248,10069,10032,,,10147,,,10128,,,10138
10245,10083,10118,10248,10220,10154,10250,10165,10137,10244,10055,10077,10250,10063,10034,,,10139,,,10122,,,10137
10240,10082,10116,10245,10217,10157,10248,10165,10137,10243,10055,10076,10249,10069,10037,,,10148,,,10129,,,10140
10241,10082,10115,10245,10211,10159,10249,10165,10138,10250,10056,10086,10247,10065,10035,,,10141,,,10125,,,10138
10239,10081,10117,10244,10213,10160,10248,10164,10141,10247,10056,10085,10244,10065,10037,,,10143,,,10130,,,10138
10240,10082,10119,10247,10212,10151,10249,10169,10133,10249,10054,10080,10244,10065,10035,,,10147,,,10129,,,10136
10239,10083,10118,10252,10208,10157,10246,10164,10138,10248,10058,10083,10245,10062,10043,,,10145,,,10131,,,10135
10237,10081,10115,10243,10211,10160,10244,10161,10135,10249,10059,10080,10252,10063,10036,,,10146,,,10134,,,10141
10235,10080,10116,10249,10209,10153,10251,10162,10139,10245,10059,10078,10251,10065,10035,,,10150,,,10124,,,10137
10236,10081,10113,10246,10211,10152,10251,10161,10139,10244,10054,10083,10250,10067,10037,,,10141,,,10129,,,10138
10238,10084,10117,10246,10210,10154,10250,10161,10141,10248,10055,10086,10248,10067,10037,,,10144,,,10127,,,10136
10242,10082,10112,10244,10207,10150,10250,10159,10137,10249,10055,10083,10245,10071,10035,,,10150,,,10125,,,10135
10244,10081,10109,10243,10207,10152,10245,10163,10136,10247,10060,10085,10247,10065,10036,,,10145,,,10131,,,10136
10238,10080,10117,10245,10205,10152,10248,10163,10134,10247,10060,10085,10250,10063,10035,,,10150,,,10129,,,10136
10242,10078,10116,10247,10205,10150,10249,10164,10138,10249,10059,10081,10247,10065,10035,,,10148,,,10127,,,10137
10245,10082,10109,10250,10202,10149,10249,10161,10139,10246,10061,10085,10243,10063,10031,,,10144,,,10127,,,10131
10243,10081,10113,10248,10201,10156,10250,10160,10140,10249,10061,10084,10244,10058,10034,,,10144,,,10127,,,10134
10240,10082,10110,10244,10201,10153,10255,10162,10137,10247,10061,10083,10245,10063,10031,,,10150,,,10132,,,10130
10244,10079,10117,10248,10201,10151,10256,10161,10132,10248,10059,10080,10249,10060,10031,,,10143,,,10130,,,10135
10243,10079,10110,10239,10201,10147,10256,10162,10137,10245,10058,10092,10243,10065,10036,,,10150,,,10131,,,10137
10239,10082,10108,10237,10197,10146,10249,10161,10139,10250,10063,10085,10241,10062,10034,,,10145,,,10128,,,10134
10242,10082,10111,10242,10195,10149,10251,10160,10137,10249,10060,10087,10240,10065,10035,,,10150,,,10129,,,10133
10245,10078,10110,10248,10196,10146,10251,10159,10136,10252,10061,10088,10242,10065,10034,,,10149,,,10129,,,10131
10243,10078,10110,10245,10195,10152,10253,10164,10138,10250,10059,10085,10243,10063,10033,,,10139,,,10130,,,10134
10241,10079,10116,10241,10195,10151,10250,10161,10134,10245,10062,10085,10244,10064,10028,,,10150,,,10129,,,10137
10236,10079,10114,10249,10200,10145,10248,10162,10144,10249,10063,10086,10239,10065,10030,,,10146,,,10129,,,10133
10236,10079,10109,10251,10191,10152,10249,10164,10139,10253,10064,10083,10242,10067,10032,,,10148,,,10129,,,10134
10239,10084,10113,10245,10197,10147,10251,10159,10138,10249,10065,10084,10245,10067,10033,,,10148,,,10129,,,10138
10245,10078,10113,10247,10199,10148,10251,10161,10134,10248,10065,10089,10244,10062,10031,,,10145,,,10128,,,10136
10242,10079,10111,10248,10193,10147,10245,10159,10139,10249,10064,10089,10246,10065,10036,,,10144,,,10129,,,10138
10241,10077,10115,10249,10191,10149,10246,10163,10141,10247,10062,10089,10247,10068,10034,,,10144,,,10132,,,10136
10247,10081,10115,10247,10195,10147,10248,10163,10138,10250,10066,10087,10245,10067,10032,,,10143,,,10129,,,10140
10240,10076,10110,10249,10195,10143,10247,10163,10139,10248,10065,10088,10247,10065,10031,,,10140,,,10131,,,10136
10244,10080,10114,10248,10193,10145,10250,10158,10135,10247,10061,10088,10245,10064,10033,,,10147,,,10130,,,10139
10244,10078,10113,10249,10191,10145,10246,10163,10137,10253,10068,10089,10245,10067,10034,,,10143,,,10130,,,10135
10247,10077,10112,10243,10191,10141,10244,10161,10140,10248,10070,10086,10247,10062,10031,,,10150,,,10126,,,10136
10241,10079,10114,10249,10192,10148,10246,10163,10136,10253,10068,10088,10245,10067,10030,,,10149,,,10132,,,10136
10246,10076,10114,10250,10192,10144,10245,10159,10137,10251,10066,10084,10243,10064,10030,,,10154,,,10126,,,10141
10245,10074,10116,10245,10191,10142,10249,10161,10134,10252,10068,10085,10244,10064,10030,,,10150,,,10132,,,10137
10243,10078,10111,10249,10189,10144,10244,10161,10141,10247,10071,10086,10248,10063,10033,,,10151,,,10127,,,10143
10246,10083,10112,10246,10189,10145,10243,10161,10137,10248,10072,10084,10249,10061,10031,,,10148,,,10127,,,10140
10243,10080,10111,10246,10187,10144,10243,10158,10139,10248,10068,10080,10240,10064,10032,,,10150,,,10127,,,10137
10250,10075,10114,10245,10188,10139,10239,10159,10140,10248,10068,10085,10250,10067,10030,,,10148,,,10130,,,10138
10248,10080,10110,10244,10189,10140,10243,10160,10138,10243,10071,10088,10245,10065,10029,,,10149,,,10127,,,10132
10239,10080,10116,10248,10186,10138,10249,10163,10138,10250,10067,10081,10248,10063,10030,,,10145,,,10129,,,10137
10241,10076,10110,10249,10187,10144,10247,10161,10138,10253,10072,10083,10249,10063,10033,,,10150,,,10131,,,10138
10244,10076,10115,10247,10185,10141,10247,10160,10134,10246,10069,10084,10247,10065,10034,,,10144,,,10126,,,10137
10248,10080,10114,10249,10187,10141,10246,10159,10136,10247,10069,10086,10248,10061,10030,,,10143,,,10131,,,10136
10242,10081,10110,10242,10187,10143,10244,10161,10140,10250,10071,10089,10248,10062,10028,,,10144,,,10126,,,10140
10244,10077,10113,10251,10183,10137,10252,10165,10137,10248,10070,10083,10245,10067,10031,,,10142,,,10129,,,10141
10240,10080,10113,10250,10185,10138,10243,10163,10142,10248,10069,10086,10245,10065,10031,,,10143,,,10123,,,10141
10242,10079,10116,10245,10185,10136,10244,10164,10137,10246,10070,10086,10242,10063,10035,,,10149,,,10127,,,10136
10243,10077,10112,10244,10187,10142,10247,10162,10141,10244,10067,10088,10249,10069,10033,,,10143,,,10127,,,10131
10243,10077,10114,10244,10184,10139,10245,10169,10140,10251,10072,10088,10249,10063,10030,,,10147,,,10131,,,10135
10247,10078,10110,10244,10182,10140,10244,10167,10139,10252,10072,10087,10247,10067,10031,,,10146,,,10128,,,10140
10244,10075,10114,10246,10183,10141,10242,10165,10138,10254,10068,10084,10249,10067,10036,,,10145,,,10129,,,10136
10239,10077,10113,10247,10182,10138,10248,10165,10134,10247,10070,10081,10246,10067,10035,,,10149,,,10127,,,10133
10239,10076,10118,10246,10183,10140,10244,10165,10140,10249,10073,10082,10250,10066,10038,,,10154,,,10131,,,10134
10240,10078,10112,10246,10183,10139,10244,10163,10140,10250,10074,10082,10249,10068,10038,,,10148,,,10127,,,10132
10238,10075,10113,10251,10180,10140,10236,10163,10142,10248,10073,10083,10244,10063,10037,,,10149,,,10124,,,10131
10241,10081,10113,10247,10180,10142,10244,10163,10142,10249,10075,10081,10243,10061,10036,,,10153,,,10121,,,10128
10239,10083,10112,10246,10183,10137,10241,10161,10140,10249,10071,10079,10246,10064,10033,,,10152,,,10124,,,10128
10242,10083,10115,10236,10183,10135,10243,10161,10141,10252,10069,10078,10248,10066,10031,,,10147,,,10129,,,10133
10243,10079,10110,10244,10179,10139,10243,10160,10140,10255,10073,10076,10249,10067,10035,,,10146,,,10125,,,10137
10245,10080,10109,10251,10181,10141,10244,10163,10141,10252,10075,10083,10249,10063,10033,,,10149,,,10129,,,10130
10240,10079,10113,10252,10181,10143,10242,10162,10141,10251,10072,10084,10245,10062,10035,,,10147,,,10125,,,10137
10239,10080,10112,10249,10178,10139,10243,10165,10140,10249,10074,10079,10247,10065,10032,,,10144,,,10128,,,10138
10244,10077,10112,10245,10178,10137,10239,10161,10144,10247,10074,10088,10248,10062,10029,,,10148,,,10124,,,10137
10242,10077,10109,10247,10176,10139,10241,10163,10144,10245,10071,10077,10244,10064,10027,,,10146,,,10129,,,10137
10239,10077,10112,10246,10178,10137,10243,10164,10140,10247,10073,10081,10245,10065,10032,,,10149,,,10122,,,10141
10244,10078,10115,10254,10174,10135,10249,10163,10139,10245,10071,10081,10247,10063,10032,,,10151,,,10132,,,10135
10241,10080,10111,10246,10175,10138,10244,10166,10143,10246,10073,10076,10244,10065,10025,,,10148,,,10127,,,10133
10247,10075,10109,10247,10177,10143,10251,10164,10139,10246,10078,10083,10247,10067,10034,,,10146,,,10124,,,10127
10245,10080,10110,10253,10173,10139,10245,10161,10141,10249,10073,10077,10245,10064,10034,,,10152,,,10128,,,10133
10241,10078,10115,10247,10177,10133,10242,10164,10139,10245,10075,10079,10247,10067,10030,,,10147,,,10127,,,10133
10244,10076,10112,10247,10174,10142,10242,10166,10143,10249,10073,10077,10247,10062,10034,,,10146,,,10130,,,10129
10242,10081,10106,10252,10173,10139,10246,10164,10144,10246,10073,10079,10241,10068,10023,,,10144,,,10124,,,10133
10240,10079,10110,10249,10174,10137,10246,10164,10143,10247,10073,10078,10247,10063,10033,,,10145,,,10127,,,10135
10248,10080,10109,10247,10173,10134,10247,10166,10146,10251,10073,10076,10246,10066,10030,,,10148,,,10124,,,10132
10241,10083,10113,10249,10170,10134,10247,10164,10139,10245,10075,10078,10246,10060,10034,,,10145,,,10128,,,10133
10244,10082,10109,10245,10173,10135,10245,10164,10137,10247,10071,10075,10246,10063,10031,,,10149,,,10125,,,10131
10239,10077,10111,10247,10173,10137,10245,10162,10141,10243,10071,10075,10247,10065,10038,,,10149,,,10127,,,10132
10242,10078,10107,10248,10172,10135,10243,10167,10146,10251,10078,10072,10254,10066,10028,,,10149,,,10126,,,10134
10243,10076,10107,10250,10172,10132,10240,10162,10140,10241,10073,10076,10248,10067,10026,,,10146,,,10128,,,10133
10238,10078,10106,10246,10171,10131,10246,10163,10139,10251,10074,10077,10250,10065,10031,,,10149,,,10124,,,10134
10242,10077,10108,10250,10171,10130,10247,10166,10143,10241,10071,10079,10250,10069,10030,,,10146,,,10123,,,10130
10242,10076,10105,10249,10177,10134,10243,10168,10147,10245,10072,10075,10249,10062,10031,,,10155,,,10126,,,10135
10245,10078,10107,10248,10172,10136,10248,10164,10141,10248,10071,10074,10247,10067,10029,,,10155,,,10119,,,10137
10242,10079,10115,10254,10170,10132,10239,10161,10139,10248,10069,10078,10245,10067,10029,,,10150,,,10124,,,10135
10251,10080,10107,10251,10173,10133,10240,10167,10144,10244,10069,10075,10252,10065,10032,,,10150,,,10122,,,10131
10245,10082,10108,10249,10171,10132,10242,10165,10142,10245,10071,10079,10250,10065,10035,,,10150,,,10128,,,10131
10245,10074,10106,10249,10170,10131,10239,10165,10144,10252,10068,10078,10247,10067,10026,,,10149,,,10124,,,10129
10243,10073,10111,10247,10166,10133,10247,10161,10143,10248,10072,10074,10244,10063,10032,,,10155,,,10126,,,10135
10242,10074,10110,10251,10168,10136,10246,10161,10143,10249,10067,10073,10250,10065,10032,,,10148,,,10127,,,10131
10244,10077,10114,10249,10170,10130,10244,10160,10140,10253,10067,10075,10248,10067,10028,,,10150,,,10125,,,10134
10241,10077,10110,10250,10171,10135,10245,10167,10143,10251,10069,10072,10254,10062,10028,,,10153,,,10124,,,10130
10238,10080,10111,10249,10170,10136,10241,10166,10144,10253,10066,10074,10251,10059,10032,,,10149,,,10123,,,10129
10243,10077,10109,10245,10171,10136,10242,10167,10143,10250,10067,10072,10249,10063,10031,,,10154,,,10125,,,10134
10239,10079,10108,10244,10168,10133,10247,10167,10143,10252,10065,10075,10250,10065,10034,,,10152,,,10127,,,10130
10237,10077,10108,10246,10171,10133,10245,10159,10144,10248,10069,10073,10253,10063,10031,,,10148,,,10127,,,10133
10242,10078,10108,10243,10169,10138,10243,10162,10149,10253,10071,10070,10249,10066,10038,,,10156,,,10120,,,10125
10243,10075,10109,10244,10164,10129,10247,10163,10144,10252,10068,10068,10250,10061,10034,,,10152,,,10127,,,10133
10243,10080,10108,10243,10167,10135,10248,10159,10144,10251,10063,10067,10250,10064,10036,,,10147,,,10124,,,10125
10240,10079,10110,10247,10166,10130,10249,10166,10149,10249,10066,10065,10245,10066,10035,,,10151,,,10124,,,10134
10240,10077,10118,10243,10174,10134,10246,10165,10148,10247,10065,10068,10248,10062,10030,,,10153,,,10125,,,10134
10242,10077,10113,10247,10170,10129,10246,10168,10149,10250,10067,10068,10245,10063,10030,,,10153,,,10125,,,10136
10242,10074,10111,10245,10169,10132,10244,10167,10147,10252,10067,10067,10249,10063,10032,,,10151,,,10129,,,10132
10242,10079,10109,10246,10169,10136,10244,10166,10147,10248,10061,10063,10252,10059,10033,,,10151,,,10128,,,10135
10239,10075,10108,10248,10171,10129,10248,10166,10149,10249,10066,10069,10250,10061,10030,,,10152,,,10128,,,10128
10242,10075,10106,10247,10172,10127,10243,10166,10147,10252,10063,10067,10250,10061,10030,,,10150,,,10126,,,10134
10242,10080,10107,10244,10167,10134,10246,10171,10145,10250,10063,10070,10249,10061,10029,,,10152,,,10130,,,10130
10243,10075,10109,10251,10169,10129,10243,10168,10149,10252,10060,10066,10246,10059,10029,,,10147,,,10127,,,10128
10244,10074,10110,10245,10171,10126,10247,10165,10146,10252,10061,10062,10252,10069,10030,,,10146,,,10126,,,10135
10241,10075,10108,10250,10168,10129,10243,10166,10149,10249,10061,10063,10251,10063,10027,,,10149,,,10127,,,10126
10241,10076,10110,10245,10165,10128,10244,10167,10145,10254,10061,10069,10247,10064,10033,,,10151,,,10124,,,10138
10242,10075,10108,10245,10166,10130,10243,10170,10146,10250,10058,10065,10245,10060,10028,,,10152,,,10125,,,10133
10243,10071,10110,10248,10167,10129,10246,10169,10147,10248,10057,10062,10250,10062,10033,,,10147,,,10128,,,10130
10247,10073,10109,10246,10168,10127,10241,10165,10149,10250,10060,10062,10246,10062,10031,,,10143,,,10122,,,10137
10248,10073,10112,10241,10166,10125,10247,10165,10151,10254,10060,10063,10255,10068,10035,,,10153,,,10129,,,10138
10243,10074,10114,10242,10167,10127,10244,10166,10150,10245,10057,10062,10250,10064,10038,,,10148,,,10129,,,10132
10245,10079,10113,10243,10165,10128,10246,10167,10146,10246,10059,10064,10252,10063,10030,,,10148,,,10129,,,10137
10237,10076,10109,10242,10169,10127,10246,10167,10149,10252,10056,10057,10248,10063,10029,,,10156,,,10126,,,10133
10243,10076,10105,10239,10168,10128,10248,10170,10147,10247,10053,10061,10251,10065,10033,,,10152,,,10131,,,10133
10239,10078,10108,10248,10168,10126,10241,10167,10149,10250,10059,10064,10252,10063,10024,,,10150,,,10136,,,10134
10243,10073,10107,10245,10165,10125,10250,10170,10143,10243,10057,10059,10253,10067,10031,,,10145,,,10126,,,10126
10246,10077,10107,10248,10165,10122,10243,10169,10147,10246,10059,10060,10253,10063,10032,,,10145,,,10128,,,10136
10243,10073,10105,10246,10164,10124,10243,10169,10151,10254,10062,10063,10251,10060,10035,,,10147,,,10127,,,10130
10243,10075,10107,10253,10169,10126,10244,10169,10147,10257,10055,10062,10254,10062,10029,,,10151,,,10131,,,10134
10238,10070,10104,10247,10165,10120,10240,10169,10144,10256,10057,10058,10253,10061,10028,,,10150,,,10127,,,10133
10236,10071,10108,10248,10160,10127,10242,10165,10151,10256,10054,10059,10249,10065,10027,,,10150,,,10129,,,10128
10234,10074,10107,10248,10165,10121,10243,10169,10150,10254,10057,10057,10248,10061,10024,,,10154,,,10127,,,10133
10236,10075,10110,10253,10164,10124,10248,10169,10147,10256,10053,10057,10251,10063,10030,,,10154,,,10125,,,10135
10239,10072,10109,10245,10165,10121,10255,10167,10143,10249,10054,10053,10253,10063,10027,,,10155,,,10122,,,10135
10240,10075,10100,10245,10165,10124,10249,10167,10146,10251,10054,10050,10251,10058,10032,,,10149,,,10124,,,10125
10241,10074,10106,10247,10161,10122,10250,10174,10151,10253,10049,10054,10246,10063,10028,,,10154,,,10128,,,10130
10237,10077,10109,10241,10168,10119,10252,10171,10152,10255,10053,10058,10256,10059,10033,,,10153,,,10128,,,10128
10234,10075,10106,10242,10164,10121,10252,10171,10153,10256,10055,10050,10256,10061,10026,,,10153,,,10126,,,10131
10236,10074,10108,10240,10163,10114,10246,10174,10147,10261,10050,10050,10255,10066,10027,,,10157,,,10124,,,10132
10237,10069,10102,10245,10160,10120,10250,10173,10152,10258,10055,10054,10259,10061,10029,,,10152,,,10125,,,10131
10234,10074,10106,10247,10161,10118,10248,10173,10148,10258,10055,10052,10253,10063,10029,,,10151,,,10130,,,10134
10240,10073,10101,10247,10161,10119,10250,10172,10155,10253,10051,10048,10249,10061,10028,,,10150,,,10123,,,10132
10244,10074,10101,10244,10159,10122,10249,10175,10151,10257,10052,10051,10251,10063,10025,,,10149,,,10126,,,10128
10240,10075,10098,10247,10163,10117,10251,10172,10147,10252,10051,10053,10251,10060,10024,,,10146,,,10123,,,10129
10241,10075,10104,10243,10161,10121,10250,10176,10149,10251,10051,10049,10249,10065,10032,,,10157,,,10124,,,10131
10246,10071,10102,10245,10160,10118,10247,10172,10151,10253,10048,10047,10251,10063,10027,,,10154,,,10129,,,10130
10246,10069,10101,10246,10165,10119,10253,10175,10150,10254,10047,10051,10254,10059,10026,,,10149,,,10127,,,10132
10246,10071,10101,10246,10159,10119,10253,10171,10152,10250,10048,10050,10253,10061,10028,,,10149,,,10129,,,10134
10247,10072,10096,10253,10161,10116,10250,10175,10156,10254,10049,10044,10255,10064,10029,,,10156,,,10124,,,10134
10243,10073,10098,10243,10159,10118,10255,10173,10151,10254,10047,10044,10252,10060,10028,,,10151,,,10124,,,10132
10245,10071,10096,10246,10160,10113,10253,10170,10159,10251,10047,10043,10252,10063,10028,,,10154,,,10125,,,10137
10244,10068,10096,10244,10158,10119,10252,10176,10149,10253,10048,10042,10250,10063,10029,,,10151,,,10131,,,10135
10243,10070,10098,10247,10160,10115,10250,10172,10156,10251,10044,10046,10248,10058,10023,,,10152,,,10125,,,10140
10241,10070,10095,10245,10161,10116,10245,10177,10152,10249,10047,10041,10250,10060,10027,,,10153,,,10127,,,10131
10243,10072,10094,10242,10157,10116,10245,10173,10154,10251,10045,10043,10251,10060,10027,,,10155,,,10128,,,10136
10241,10071,10094,10245,10157,10116,10245,10175,10160,10249,10046,10043,10260,10061,10032,,,10151,,,10127,,,10136
10245,10072,10093,10247,10156,10110,10243,10175,10151,10248,10044,10045,10254,10058,10030,,,10152,,,10132,,,10132
10245,10068,10096,10245,10152,10115,10246,10173,10163,10251,10043,10043,10251,10061,10026,,,10153,,,10127,,,10132
10245,10069,10090,10241,10155,10117,10243,10176,10159,10255,10045,10045,10253,10064,10028,,,10152,,,10125,,,10138
10244,10066,10093,10247,10154,10111,10241,10175,10157,10255,10045,10045,10251,10059,10027,,,10155,,,10124,,,10136
10244,10071,10092,10245,10157,10110,10244,10174,10156,10251,10041,10045,10257,10059,10026,,,10152,,,10123,,,10132
10248,10071,10092,10242,10156,10113,10242,10176,10157,10249,10039,10042,10258,10059,10031,,,10153,,,10130,,,10127
10243,10069,10090,10243,10155,10112,10249,10176,10159,10256,10041,10039,10255,10059,10030,,,10156,,,10126,,,10132
10246,10066,10091,10248,10154,10106,10250,10173,10159,10255,10039,10046,10255,10061,10030,,,10153,,,10126,,,10132
10245,10068,10088,10246,10153,10109,10247,10173,10154,10255,10040,10038,10252,10059,10026,,,10152,,,10129,,,10132
10245,10065,10091,10248,10149,10109,10245,10174,10153,10259,10039,10038,10257,10056,10028,,,10153,,,10120,,,10135
10243,10066,10088,10249,10154,10110,10246,10172,10151,10260,10036,10036,10259,10057,10023,,,10156,,,10124,,,10133
10241,10062,10086,10247,10154,10106,10247,10170,10156,10253,10040,10042,10255,10058,10027,,,10154,,,10129,,,10134
10239,10067,10092,10249,10151,10109,10248,10175,10157,10251,10037,10038,10253,10060,10029,,,10156,,,10126,,,10133
10243,10067,10085,10251,10150,10110,10248,10177,10157,10260,10037,10038,10252,10059,10029,,,10152,,,10122,,,10133
10245,10067,10084,10253,10153,10110,10251,10174,10153,10257,10037,10037,10258,10063,10027,,,10153,,,10120,,,10138
10240,10067,10084,10256,10150,10110,10246,10175,10157,10254,10039,10031,10265,10059,10032,,,10156,,,10127,,,10133
10243,10065,10088,10253,10147,10106,10250,10180,10159,10251,10034,10035,10259,10060,10027,,,10153,,,10128,,,10133
10246,10067,10092,10252,10150,10108,10246,10177,10157,10251,10035,10035,10258,10058,10026,,,10159,,,10123,,,10135
10245,10067,10089,10253,10153,10109,10246,10175,10156,10255,10034,10033,10257,10060,10031,,,10155,,,10123,,,10136
10245,10067,10089,10256,10149,10109,10248,10174,10156,10249,10039,10033,10256,10063,10025,,,10151,,,10126,,,10133
10244,10063,10085,10253,10151,10105,10253,10179,10160,10247,10038,10028,10253,10061,10029,,,10154,,,10125,,,10135
10241,10062,10083,10250,10149,10102,10246,10178,10157,10249,10038,10035,10258,10063,10025,,,10158,,,10123,,,10135
10238,10061,10084,10254,10148,10103,10244,10177,10160,10249,10030,10032,10263,10060,10030,,,10149,,,10120,,,10130
10246,10060,10089,10252,10146,10102,10247,10178,10161,10251,10035,10030,10259,10059,10028,,,10152,,,10124,,,10132
10246,10064,10083,10253,10143,10102,10250,10178,10158,10252,10033,10027,10259,10063,10028,,,10154,,,10121,,,10131
10241,10065,10081,10255,10140,10103,10250,10175,10156,10251,10035,10031,10256,10064,10031,,,10149,,,10123,,,10129
10243,10065,10083,10251,10145,10098,10250,10176,10159,10251,10033,10026,10256,10063,10027,,,10151,,,10126,,,10134
10249,10059,10077,10251,10148,10101,10249,10179,10159,10250,10032,10025,10254,10058,10030,,,10158,,,10123,,,10126
10244,10057,10086,10249,10142,10105,10252,10181,10164,10250,10029,10029,10255,10063,10029,,,10156,,,10129,,,10132
10246,10061,10077,10246,10142,10101,10244,10180,10160,10254,10030,10025,10257,10066,10031,,,10155,,,10127,,,10130
10247,10060,10078,10248,10142,10097,10250,10180,10166,10250,10032,10024,10256,10061,10021,,,10154,,,10133,,,10131
10251,10063,10082,10250,10139,10103,10251,10181,10166,10255,10031,10030,10256,10066,10020,,,10148,,,10126,,,10126
10243,10063,10077,10256,10143,10098,10246,10182,10164,10252,10026,10022,10253,10061,10032,,,10155,,,10128,,,10131
10240,10059,10082,10252,10139,10096,10248,10183,10163,10252,10025,10026,10260,10058,10030,,,10153,,,10130,,,10130
10243,10063,10079,10255,10140,10098,10249,10180,10161,10251,10028,10028,10258,10059,10028,,,10156,,,10130,,,10133
10245,10061,10081,10251,10139,10101,10247,10180,10163,10256,10029,10029,10261,10063,10028,,,10157,,,10128,,,10132
10244,10057,10085,10252,10140,10100,10253,10181,10160,10248,10027,10025,10256,10061,10027,,,10159,,,10125,,,10129
10246,10059,10080,10251,10139,10101,10249,10184,10165,10246,10028,10025,10257,10062,10027,,,10152,,,10127,,,10134
